eid,rotation,season,week,date,time,team,score,outcome,partid,adj_8,adj_9,adj_10,adj_16,adj_20,adj_28,adj_29,adj_36,adj_44,adj_54,adj_82,adj_84,ap_8,ap_9,ap_10,ap_16,ap_20,ap_28,ap_29,ap_36,ap_44,ap_54,ap_82,ap_84,perc,opening_adj,opening_ap
3778659,475,2019,7,Mon 10/21,8:15 PM,New England,33,FINAL,1525,-10.0,-10.5,-9.5,-9.5,-9.5,-9.5,-9.5,-9.5,-9.5,-9.5,-10.0,-9.5,-103.0,-105.0,-110.0,-110.0,-106.0,-105.0,-115.0,-110.0,-105.0,-112.0,-115.0,-105.0,52,-6.0,-110
3778659,476,2019,7,,,N.Y. Jets,0,,1523,10.0,10.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,9.5,10.0,9.5,-117.0,-115.0,-110.0,-110.0,-104.0,-115.0,-105.0,-110.0,-105.0,-108.0,-105.0,-115.0,48,6.0,-110
3778652,459,2019,7,Sun 10/20,1:00 PM,Oakland,24,FINAL,1533,5.5,5.5,6.0,6.0,5.5,5.0,5.5,5.5,6.0,6.0,4.5,5.0,-106.0,-110.0,-110.0,-110.0,-103.0,100.0,-110.0,-110.0,-105.0,-113.0,-110.0,100.0,56,7.0,-115
3778652,460,2019,7,,,Green Bay,42,,1542,-5.5,-5.5,-6.0,-6.0,-5.5,-5.0,-5.5,-5.5,-6.0,-6.0,-4.5,-5.0,-114.0,-110.0,-110.0,-110.0,-107.0,-120.0,-110.0,-110.0,-105.0,-107.0,-110.0,-120.0,44,-7.0,-105
3778653,455,2019,7,Sun 10/20,1:00 PM,Miami,21,FINAL,1524,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,-110.0,-115.0,-104.0,-104.0,-103.0,-110.0,-110.0,-110.0,-105.0,-109.0,-110.0,-110.0,60,15.5,-110
3778653,456,2019,7,,,Buffalo,31,,1526,-17.0,-17.0,-17.0,-17.0,-17.0,-17.0,-17.0,-17.0,-17.0,-17.0,-17.0,-17.0,-110.0,-105.0,-116.0,-116.0,-108.0,-110.0,-110.0,-110.0,-105.0,-111.0,-110.0,-110.0,40,-15.5,-110
3778655,463,2019,7,Sun 10/20,1:00 PM,L.A. Rams,37,FINAL,1550,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-120.0,-130.0,-120.0,-120.0,-105.0,-125.0,-120.0,-120.0,-115.0,-119.0,-115.0,-125.0,67,-4.0,-115
3778655,464,2019,7,,,Atlanta,10,,1546,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,100.0,110.0,100.0,100.0,-105.0,105.0,100.0,100.0,105.0,-101.0,-105.0,105.0,33,4.0,-105
3778656,457,2019,7,Sun 10/20,1:00 PM,Minnesota,42,FINAL,1541,-2.5,-2.5,-2.5,-2.5,-2.5,-2.0,-2.5,-2.5,-2.5,-2.5,-2.0,-2.0,-115.0,-110.0,-110.0,-110.0,-110.0,-110.0,-115.0,-110.0,-105.0,-110.0,-115.0,-110.0,55,0.0,-110
3778656,458,2019,7,,,Detroit,30,,1539,2.5,2.5,2.5,2.5,2.5,2.0,2.5,2.5,2.5,2.5,2.0,2.0,-105.0,-110.0,-110.0,-110.0,-100.0,-110.0,-105.0,-110.0,-105.0,-110.0,-105.0,-110.0,45,0.0,-110
3778658,453,2019,7,Sun 10/20,1:00 PM,Houston,23,FINAL,1530,1.5,1.5,1.5,1.5,1.5,1.0,1.5,1.5,1.5,2.0,1.0,1.0,-110.0,-110.0,-103.0,-103.0,-104.0,105.0,-105.0,-110.0,-105.0,-111.0,-115.0,105.0,65,3.5,-110
3778658,454,2019,7,,,Indianapolis,30,,1527,-1.5,-1.5,-1.5,-1.5,-1.5,-1.0,-1.5,-1.5,-1.5,-2.0,-1.0,-1.0,-110.0,-110.0,-117.0,-117.0,-106.0,-125.0,-115.0,-110.0,-105.0,-109.0,-105.0,-125.0,35,-3.5,-110
3778660,451,2019,7,Sun 10/20,1:00 PM,Arizona,27,FINAL,1549,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.0,3.5,-111.0,-105.0,-113.0,-113.0,-106.0,-110.0,-110.0,-110.0,-105.0,-111.0,-110.0,-110.0,49,3.0,-110
3778660,452,2019,7,,,N.Y. Giants,21,,1535,-3.5,-3.5,-3.5,-3.5,-3.5,-3.5,-3.5,-3.5,-3.5,-3.5,-3.0,-3.5,-109.0,-115.0,-107.0,-107.0,-104.0,-110.0,-110.0,-110.0,-105.0,-109.0,-110.0,-110.0,51,-3.0,-110
3778663,465,2019,7,Sun 10/20,1:00 PM,San Francisco,9,FINAL,1547,-10.0,-10.5,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-9.5,-9.5,-10.0,-10.0,-103.0,-110.0,-111.0,-111.0,-104.0,-105.0,-105.0,-105.0,-105.0,-115.0,-105.0,-105.0,65,-9.5,-110
3778663,466,2019,7,,,Washington,0,,1537,10.0,10.5,10.0,10.0,10.0,10.0,10.0,10.0,9.5,9.5,10.0,10.0,-117.0,-110.0,-109.0,-109.0,-106.0,-115.0,-115.0,-115.0,-105.0,-105.0,-115.0,-115.0,35,9.5,-110
3778665,461,2019,7,Sun 10/20,1:00 PM,Jacksonville,27,FINAL,1529,-4.0,-4.5,-4.0,-4.0,-4.0,-4.5,-4.5,-4.0,-4.5,-4.5,-4.0,-4.5,-115.0,-110.0,-116.0,-116.0,-116.0,-110.0,-110.0,-115.0,-105.0,-110.0,-115.0,-110.0,52,-3.0,-120
3778665,462,2019,7,,,Cincinnati,17,,1522,4.0,4.5,4.0,4.0,4.0,4.5,4.5,4.0,4.5,4.5,4.0,4.5,-105.0,-110.0,-104.0,-104.0,105.0,-110.0,-110.0,-105.0,-105.0,-110.0,-105.0,-110.0,48,3.0,100
3778661,467,2019,7,Sun 10/20,4:05 PM,L.A. Chargers,20,FINAL,75380,2.5,2.5,3.0,3.0,3.0,3.0,2.5,2.5,2.5,2.5,2.5,3.0,107.0,110.0,-111.0,-111.0,-107.0,-110.0,105.0,110.0,115.0,111.0,100.0,-110.0,56,1.0,-110
3778661,468,2019,7,,,Tennessee,23,,1528,-2.5,-2.5,-3.0,-3.0,-3.0,-3.0,-2.5,-2.5,-2.5,-2.5,-2.5,-3.0,-127.0,-130.0,-109.0,-109.0,-103.0,-110.0,-125.0,-130.0,-125.0,-131.0,-125.0,-110.0,44,-1.0,-110
3778654,471,2019,7,Sun 10/20,4:25 PM,New Orleans,36,FINAL,1543,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.5,4.5,4.0,4.0,-104.0,-105.0,-110.0,-110.0,100.0,-105.0,-110.0,-105.0,-105.0,-113.0,-115.0,-105.0,51,-2.5,-110
3778654,472,2019,7,,,Chicago,25,,1540,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.5,-4.5,-4.0,-4.0,-116.0,-115.0,-110.0,-110.0,-110.0,-115.0,-110.0,-115.0,-105.0,-107.0,-105.0,-115.0,49,2.5,-110
3778664,469,2019,7,Sun 10/20,4:25 PM,Baltimore,30,FINAL,1521,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-117.0,-110.0,-110.0,-110.0,-104.0,-110.0,-105.0,-120.0,-105.0,-113.0,-125.0,-110.0,46,3.5,-110
