eid,rotation,season,week,date,time,team,score,outcome,partid,adj_8,adj_9,adj_10,adj_16,adj_20,adj_28,adj_29,adj_36,adj_44,adj_54,adj_82,adj_84,ap_8,ap_9,ap_10,ap_16,ap_20,ap_28,ap_29,ap_36,ap_44,ap_54,ap_82,ap_84,perc,opening_adj,opening_ap
3778714,475,2019,11,Mon 11/18,8:15 PM,Kansas City,24,FINAL,1531,-5.5,-6.0,-3.5,-3.5,-5.5,-6.0,-6.0,-5.5,-5.5,-5.5,-6.0,-6.0,-110.0,-110.0,-108.0,-108.0,-106.0,100.0,-105.0,-110.0,-105.0,-113.0,100.0,100.0,56,1.0,-110
3778714,476,2019,11,,,L.A. Chargers,17,,75380,5.5,6.0,3.5,3.5,5.5,6.0,6.0,5.5,5.5,5.5,6.0,6.0,-110.0,-110.0,-121.0,-121.0,-104.0,-120.0,-115.0,-110.0,-105.0,-107.0,-120.0,-120.0,44,-1.0,-110
3778708,451,2019,11,Sun 11/17,1:00 PM,Dallas,35,FINAL,1538,-7.0,-7.5,-5.5,-5.5,-7.5,-7.5,-7.5,-7.0,-7.0,-7.0,-7.5,-7.5,-115.0,-115.0,-109.0,-109.0,102.0,100.0,100.0,-115.0,-115.0,-117.0,-110.0,100.0,66,-6.5,-110
3778708,452,2019,11,,,Detroit,27,,1539,7.0,7.5,5.5,5.5,7.5,7.5,7.5,7.0,7.0,7.0,7.5,7.5,-105.0,-105.0,-106.0,-106.0,-113.0,-120.0,-120.0,-105.0,105.0,-103.0,-110.0,-120.0,34,6.5,-110
3778710,457,2019,11,Sun 11/17,1:00 PM,Jacksonville,13,FINAL,1529,2.5,2.0,1.5,1.5,2.5,2.0,2.5,2.5,2.5,2.5,2.5,2.0,-110.0,-105.0,-111.0,-111.0,-103.0,100.0,-105.0,-110.0,100.0,-110.0,-105.0,100.0,47,3.5,-110
3778710,458,2019,11,,,Indianapolis,33,,1527,-2.5,-2.0,-1.5,-1.5,-2.5,-2.0,-2.5,-2.5,-2.5,-2.5,-2.5,-2.0,-110.0,-115.0,-117.0,-117.0,-108.0,-120.0,-115.0,-110.0,-110.0,-110.0,-115.0,-120.0,53,-3.5,-110
3778713,459,2019,11,Sun 11/17,1:00 PM,Denver,23,FINAL,1534,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,-116.0,-105.0,-111.0,-111.0,-119.0,-125.0,-115.0,-110.0,-110.0,-115.0,-115.0,-125.0,51,10.0,-110
3778713,460,2019,11,,,Minnesota,27,,1541,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-10.0,-104.0,-115.0,-117.0,-117.0,107.0,105.0,-105.0,-110.0,100.0,-105.0,-105.0,105.0,49,-10.0,-110
3778715,465,2019,11,Sun 11/17,1:00 PM,Houston,7,FINAL,1530,4.0,4.0,3.5,3.5,4.0,4.0,4.5,4.0,4.5,4.5,4.5,4.0,-110.0,-115.0,-115.0,-115.0,-102.0,-110.0,-110.0,-110.0,-105.0,-109.0,-105.0,-110.0,51,4.0,-110
3778715,466,2019,11,,,Baltimore,41,,1521,-4.0,-4.0,-3.5,-3.5,-4.0,-4.0,-4.5,-4.0,-4.5,-4.5,-4.5,-4.0,-110.0,-105.0,-112.0,-112.0,-108.0,-110.0,-110.0,-110.0,-105.0,-111.0,-115.0,-110.0,49,-4.0,-110
