eid,rotation,season,week,date,time,team,score,outcome,partid,adj_8,adj_9,adj_10,adj_16,adj_20,adj_28,adj_29,adj_36,adj_44,adj_54,adj_82,adj_84,ap_8,ap_9,ap_10,ap_16,ap_20,ap_28,ap_29,ap_36,ap_44,ap_54,ap_82,ap_84,perc,opening_adj,opening_ap
3778640,275,2019,6,Mon 10/14,8:15 PM,Detroit,22,FINAL,1539,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,4.0,3.5,-110.0,-105.0,-110.0,-110.0,-102.0,-120.0,-110.0,-110.0,-105.0,-110.0,-115.0,-120.0,45,4.5,-105
3778640,276,2019,6,,,Green Bay,23,,1542,-3.5,-3.5,-3.5,-3.5,-3.5,-3.5,-3.5,-3.5,-3.5,-3.5,-4.0,-3.5,-110.0,-115.0,-110.0,-110.0,-108.0,100.0,-110.0,-110.0,-105.0,-110.0,-105.0,100.0,55,-4.5,-115
3778648,251,2019,6,Sun 10/13,9:30 AM,Carolina,37,FINAL,1545,-2.0,-2.0,-2.0,-2.0,-2.0,-1.0,-2.0,-2.0,-1.5,-1.5,-2.5,-1.0,-105.0,-105.0,-107.0,-105.0,-100.0,-125.0,-105.0,-110.0,-105.0,-109.0,-110.0,-125.0,59,0.0,-110
3778648,252,2019,6,,,Tampa Bay,26,,1544,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.5,1.5,2.5,1.0,-115.0,-115.0,-113.0,-115.0,-110.0,105.0,-115.0,-110.0,-105.0,-111.0,-110.0,105.0,41,0.0,-110
3778639,257,2019,6,Sun 10/13,1:00 PM,Houston,31,FINAL,1530,3.5,4.0,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,4.0,3.5,-110.0,-110.0,-108.0,-108.0,-108.0,-110.0,-110.0,-110.0,-105.0,-107.0,-110.0,-110.0,45,7.5,-110
3778639,258,2019,6,,,Kansas City,24,,1531,-3.5,-4.0,-3.5,-3.5,-3.5,-3.5,-3.5,-3.5,-3.5,-3.5,-4.0,-3.5,-110.0,-110.0,-112.0,-112.0,-103.0,-110.0,-110.0,-110.0,-105.0,-113.0,-110.0,-110.0,55,-7.5,-110
3778641,255,2019,6,Sun 10/13,1:00 PM,Seattle,32,FINAL,1548,1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,-108.0,-105.0,-105.0,-105.0,-104.0,-115.0,-115.0,-110.0,-105.0,-112.0,100.0,-115.0,58,2.5,-105
3778641,256,2019,6,,,Cleveland,28,,1520,-1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,-112.0,-115.0,-115.0,-115.0,-106.0,-105.0,-105.0,-110.0,-105.0,-108.0,-120.0,-105.0,42,-2.5,-115
3778645,253,2019,6,Sun 10/13,1:00 PM,Cincinnati,17,FINAL,1522,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,10.5,-110.0,-105.0,-112.0,-112.0,-106.0,-110.0,-115.0,-110.0,-105.0,-114.0,-105.0,-110.0,54,9.0,-110
3778645,254,2019,6,,,Baltimore,23,,1521,-10.5,-10.5,-10.5,-10.5,-10.5,-10.5,-10.5,-10.5,-10.5,-10.5,-10.5,-10.5,-110.0,-115.0,-108.0,-108.0,-104.0,-110.0,-105.0,-110.0,-105.0,-106.0,-115.0,-110.0,46,-9.0,-110
3778646,259,2019,6,Sun 10/13,1:00 PM,New Orleans,13,FINAL,1543,2.5,2.5,2.5,2.5,2.5,2.0,2.5,2.5,2.5,2.5,2.5,2.0,-101.0,-110.0,-104.0,-104.0,100.0,105.0,100.0,-105.0,105.0,-101.0,100.0,105.0,53,1.0,-110
3778646,260,2019,6,,,Jacksonville,6,,1529,-2.5,-2.5,-2.5,-2.5,-2.5,-2.0,-2.5,-2.5,-2.5,-2.5,-2.5,-2.0,-119.0,-110.0,-116.0,-116.0,-110.0,-125.0,-120.0,-115.0,-115.0,-119.0,-125.0,-125.0,47,-1.0,-110
3778649,261,2019,6,Sun 10/13,1:00 PM,Philadelphia,20,FINAL,1536,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,3.5,-110.0,-115.0,-110.0,-123.0,-115.0,-115.0,-115.0,-115.0,-110.0,-115.0,-115.0,-115.0,53,2.0,-110
3778649,262,2019,6,,,Minnesota,38,,1541,-3.5,-3.5,-3.5,-3.5,-3.5,-3.5,-3.5,-3.5,-3.5,-3.5,-3.5,-3.5,-110.0,-105.0,-110.0,102.0,105.0,-105.0,-105.0,-105.0,100.0,-105.0,-105.0,-105.0,47,-2.0,-110
3778651,263,2019,6,Sun 10/13,1:00 PM,Washington,17,FINAL,1537,-5.5,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-6.0,-110.0,-115.0,-110.0,-110.0,-101.0,-110.0,-105.0,-110.0,-105.0,-108.0,-115.0,-110.0,49,-6.0,-110
3778651,264,2019,6,,,Miami,16,,1524,5.5,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,-110.0,-105.0,-110.0,-110.0,-109.0,-110.0,-115.0,-110.0,-105.0,-112.0,-105.0,-110.0,51,6.0,-110
3778644,265,2019,6,Sun 10/13,4:05 PM,San Francisco,20,FINAL,1547,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-101.0,100.0,-118.0,-118.0,-110.0,-105.0,100.0,-105.0,-105.0,-109.0,-105.0,-105.0,46,4.5,-110
3778644,266,2019,6,,,L.A. Rams,7,,1550,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-119.0,-120.0,-103.0,-103.0,-100.0,-115.0,-120.0,-115.0,-105.0,-111.0,-115.0,-115.0,54,-4.5,-110
3778650,267,2019,6,Sun 10/13,4:05 PM,Atlanta,33,FINAL,1546,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-110.0,-115.0,-107.0,-107.0,-108.0,-115.0,-110.0,-110.0,-105.0,-111.0,-115.0,-115.0,59,-3.0,-105
3778650,268,2019,6,,,Arizona,34,,1549,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-110.0,-105.0,-113.0,-113.0,-102.0,-105.0,-110.0,-110.0,-105.0,-109.0,-105.0,-105.0,41,3.0,-115
