eid,rotation,season,week,date,time,team,score,outcome,partid,adj_8,adj_9,adj_10,adj_16,adj_20,adj_28,adj_29,adj_36,adj_44,adj_54,adj_82,adj_84,ap_8,ap_9,ap_10,ap_16,ap_20,ap_28,ap_29,ap_36,ap_44,ap_54,ap_82,ap_84,perc,opening_adj,opening_ap
3778601,489,2019,3,Mon 9/23,8:15 PM,Chicago,31,FINAL,1540,-5.0,-5.5,-4.5,-4.5,-5.0,-4.5,-5.0,-5.0,-4.5,-4.5,-4.5,-4.5,-105.0,-105.0,-115.0,-115.0,-103.0,-120.0,-110.0,-110.0,-105.0,-110.0,-120.0,-120.0,49,-5.0,-110
3778601,490,2019,3,,,Washington,15,,1537,5.0,5.5,4.5,4.5,5.0,4.5,5.0,5.0,4.5,4.5,4.5,4.5,-115.0,-115.0,-105.0,-105.0,-107.0,100.0,-110.0,-110.0,-105.0,-110.0,100.0,100.0,51,5.0,-110
3778594,461,2019,3,Sun 9/22,1:00 PM,Denver,16,FINAL,1534,7.0,7.5,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.5,7.0,-110.0,-115.0,-115.0,-115.0,-108.0,-115.0,-110.0,-115.0,-110.0,-117.0,-125.0,-115.0,54,6.5,-110
3778594,462,2019,3,,,Green Bay,27,,1542,-7.0,-7.5,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.0,-7.5,-7.0,-110.0,-105.0,-105.0,-105.0,-102.0,-105.0,-110.0,-105.0,100.0,-103.0,100.0,-105.0,46,-6.5,-110
3778595,469,2019,3,Sun 9/22,1:00 PM,Atlanta,24,FINAL,1546,1.0,1.0,1.0,1.0,1.0,1.0,1.5,1.5,1.0,1.5,1.0,1.0,-106.0,-115.0,-105.0,-105.0,100.0,-110.0,-110.0,-110.0,-105.0,-112.0,-110.0,-110.0,52,2.0,-110
3778595,470,2019,3,,,Indianapolis,27,,1527,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.5,-1.5,-1.0,-1.5,-1.0,-1.0,-114.0,-105.0,-115.0,-115.0,-111.0,-110.0,-110.0,-110.0,-105.0,-108.0,-110.0,-110.0,48,-2.0,-110
3778597,465,2019,3,Sun 9/22,1:00 PM,Baltimore,28,FINAL,1521,5.0,5.0,4.0,4.0,4.5,4.5,4.5,4.5,4.5,4.5,6.0,4.5,-115.0,-110.0,-112.0,-112.0,-108.0,-125.0,-105.0,-115.0,-105.0,-111.0,-130.0,-125.0,48,6.0,-110
3778597,466,2019,3,,,Kansas City,33,,1531,-5.0,-5.0,-4.0,-4.0,-4.5,-4.5,-4.5,-4.5,-4.5,-4.5,-6.0,-4.5,-105.0,-110.0,-108.0,-108.0,-102.0,105.0,-115.0,-105.0,-105.0,-109.0,105.0,105.0,52,-6.0,-110
3778599,467,2019,3,Sun 9/22,1:00 PM,Cincinnati,17,FINAL,1522,6.0,6.0,6.0,6.0,5.5,6.0,6.5,6.0,5.5,5.5,6.0,6.0,-116.0,-115.0,-117.0,-117.0,-104.0,-120.0,-120.0,-115.0,-105.0,-108.0,-110.0,-120.0,54,4.0,-110
3778599,468,2019,3,,,Buffalo,21,,1526,-6.0,-6.0,-6.0,-6.0,-5.5,-6.0,-6.5,-6.0,-5.5,-5.5,-6.0,-6.0,-104.0,-105.0,-103.0,-103.0,-106.0,100.0,100.0,-105.0,-105.0,-112.0,-110.0,100.0,46,-4.0,-110
3778600,473,2019,3,Sun 9/22,1:00 PM,N.Y. Jets,14,FINAL,1523,20.5,21.5,20.5,20.5,20.5,21.0,21.0,21.0,20.5,20.5,21.5,21.0,-115.0,-110.0,-110.0,-110.0,-109.0,-120.0,-115.0,-110.0,-105.0,-107.0,100.0,-120.0,42,16.0,-110
3778600,474,2019,3,,,New England,30,,1525,-20.5,-21.5,-20.5,-20.5,-20.5,-21.0,-21.0,-21.0,-20.5,-20.5,-21.5,-21.0,-105.0,-110.0,-110.0,-110.0,-101.0,100.0,-105.0,-110.0,-105.0,-113.0,-120.0,100.0,58,-16.0,-110
