eid,rotation,season,week,date,time,team,score,outcome,partid,adj_8,adj_9,adj_10,adj_16,adj_20,adj_28,adj_29,adj_36,adj_44,adj_54,adj_82,adj_84,ap_8,ap_9,ap_10,ap_16,ap_20,ap_28,ap_29,ap_36,ap_44,ap_54,ap_82,ap_84,perc,opening_adj,opening_ap
3778623,477,2019,5,Mon 10/7,8:15 PM,Cleveland,3,FINAL,1520,5.0,4.5,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,-110.0,-105.0,-110.0,-110.0,101.0,-110.0,-115.0,-110.0,-105.0,-112.0,-115.0,-110.0,52,4.5,-110
3778623,478,2019,5,,,San Francisco,31,,1547,-5.0,-4.5,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-5.0,-110.0,-115.0,-110.0,-110.0,-111.0,-110.0,-105.0,-110.0,-105.0,-108.0,-105.0,-110.0,48,-4.5,-110
3778624,469,2019,5,Sun 10/6,1:00 PM,Buffalo,14,FINAL,1526,3.0,3.0,3.5,3.5,3.5,3.0,3.0,3.0,3.0,3.0,3.0,3.0,106.0,100.0,-118.0,-118.0,-110.0,105.0,100.0,105.0,110.0,106.0,100.0,105.0,47,1.5,-110
3778624,470,2019,5,,,Tennessee,7,,1528,-3.0,-3.0,-3.5,-3.5,-3.5,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-126.0,-120.0,-102.0,-102.0,-101.0,-125.0,-120.0,-125.0,-120.0,-126.0,-120.0,-125.0,53,-1.5,-110
3778625,467,2019,5,Sun 10/6,1:00 PM,Atlanta,32,FINAL,1546,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.5,4.0,-110.0,-105.0,-105.0,-110.0,-101.0,-110.0,-110.0,-110.0,-105.0,-112.0,-115.0,-110.0,60,4.0,-110
3778625,468,2019,5,,,Houston,53,,1530,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.0,-4.5,-4.0,-110.0,-115.0,-115.0,-110.0,-109.0,-110.0,-110.0,-110.0,-105.0,-108.0,-105.0,-110.0,40,-4.0,-110
3778628,451,2019,5,Sun 10/6,1:00 PM,Baltimore,26,FINAL OT,1521,-3.5,-3.5,-3.0,-3.0,-3.5,-3.0,-3.0,-3.0,-3.0,-3.0,-3.5,-3.0,-101.0,-110.0,-125.0,-124.0,102.0,-130.0,-120.0,-120.0,-115.0,-122.0,105.0,-130.0,46,3.0,-110
3778628,452,2019,5,,,Pittsburgh,23,,1519,3.5,3.5,3.0,3.0,3.5,3.0,3.0,3.0,3.0,3.0,3.5,3.0,-119.0,-110.0,105.0,104.0,-113.0,110.0,100.0,100.0,105.0,102.0,-125.0,110.0,54,-3.0,-110
3778630,461,2019,5,Sun 10/6,1:00 PM,New England,33,FINAL,1525,-16.5,-17.0,-16.0,-16.0,-15.5,-16.5,-16.5,-16.5,-16.0,-16.5,-17.0,-16.5,-115.0,-110.0,-115.0,-115.0,-112.0,-110.0,-110.0,-110.0,-105.0,-110.0,-115.0,-110.0,67,-13.0,-115
3778630,462,2019,5,,,Washington,7,,1537,16.5,17.0,16.0,16.0,15.5,16.5,16.5,16.5,16.0,16.5,17.0,16.5,-105.0,-110.0,-105.0,-105.0,101.0,-110.0,-110.0,-110.0,-105.0,-110.0,-105.0,-110.0,33,13.0,-105
3778631,455,2019,5,Sun 10/6,1:00 PM,Arizona,26,FINAL,1549,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,-107.0,-115.0,-112.0,-112.0,-106.0,-110.0,-110.0,-110.0,-105.0,-108.0,-120.0,-110.0,61,4.0,-112
3778631,456,2019,5,,,Cincinnati,23,,1522,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-3.0,-113.0,-105.0,-108.0,-108.0,-104.0,-110.0,-110.0,-110.0,-105.0,-112.0,100.0,-110.0,39,-4.0,-108
3778632,457,2019,5,Sun 10/6,1:00 PM,Jacksonville,27,FINAL,1529,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,110.0,105.0,110.0,111.0,119.0,100.0,100.0,105.0,110.0,108.0,-105.0,100.0,50,3.5,-110
